numero_expediente,empresa,estado,municipio_o_delegacion,clinica_veterinaria,farmacia_veterinaria,hospital_veterinario
00919-09-17,Administradora Leysa SA de CV,Ciudad de Mexico,Iztacalco,no,si,no
00920-31-17,Maria Teresa Jimenez Salazar y O Central Medica Veterinaria,Yucatan,Merida,si,no,no
00921-27-17,Jose Humberto Priego Gonzalez y O Agrotec del Sureste,Tabasco,Centro,no,si,no
00922-21-17,Salvador Zambrano Campillo y O Farmacia Veterinaria el Carmen,Puebla,Acatzingo,no,si,no
00923-14-17,Agroveterinaria Marroquin S de Rl de CV,Jalisco,Zapotlanejo,si,no,no
00926-27-17,Carlos Armando Castillo Salas y O Distribuidora de Alimentos,Tabasco,Teapa,no,si,no
00927-27-17,Delmina Ramos Prats y O Productos Veterinarios de la Sierra,Tabasco,Tacotalpa,no,si,no
00928-15-17,Enrique Ruiz Manrique,Mexico,Cuautitlan Izcalli,si,no,no
00929-30-17,Laura Patricia Gomez Diaz y O Farmacia Veterinaria la Cubeta,Veracruz,Sin dato,no,si,no
00930-28-17,Patricia Arenas Lopez y O Farma 2000 del Mante,Tamaulipas,Mante,no,si,no
00931-15-17,Jorge Hernandez Vera y O Clinica Veterinaria Catdog,Mexico,Mexico,si,no,no
00932-09-17,Veronica Mendoza Reyes y O Clinica Veterinaria de Especialidades Acanceh,Ciudad de Mexico,Tlalpan,si,si,no
00933-07-17,Surtidora Agropecuaria Diga S de Rl de CV,Chiapas,Tuxtla Gutierrez,no,si,no
00934-09-17,Aaron Neftali Molho Mondragon,Ciudad de Mexico,Miguel Hidalgo,no,si,no
00935-09-17,Luis Daniel Arroyo Torres y O Centro Integral Veterinario Angelus,Ciudad de Mexico,Benito Juarez,si,no,no
00936-09-17,Grupo Staysi SA de CV,Ciudad de Mexico,Miguel Hidalgo,no,si,no
00937-28-17,Forrajera Cantus de Rl de CV,Tamaulipas,Reynosa,si,si,si
00938-02-17,Mia Victoria Gonzalez Badillo y O Veterinaria Mexicali,Baja California,Lomas de San Fernando,si,si,no
00939-09-17,Karol Alejandra Sanchez Sanchez y O K-Vet,Ciudad de Mexico,Benito Juarez,si,no,no
00940-16-17,Ricardo Mendez Landa y O Mack Vet'S,Michoacan,Michoacan,si,si,si
00941-16-17,Luis Enrique Ramirez Barragan y O Centro Veterinario Uruapan,Michoacan,Michoacan,si,si,si
00942-01-17,Arturo Gutierrez Jimenez,Aguascalientes,Aguascalientes,no,si,no
00943-25-17,Pedro Javier Rojas Zavala y O Hospital Chapultepets,Sinaloa,Cualiacan,no,no,si
00944-25-17,Marco Antonio Ledezma Marin y O Clinica Veterinaria Chapultepets,Sinaloa,Culiacan,si,no,no
00945-09-17,Oscar Ivan Bello Medrano y O Clinica Veterinaria San Eloy,Ciudad de Mexico,Gustavo a Madero,si,no,no
00946-30-17,Ana Isabel Perez Ortiz y O Proveedora Veterinaria,Veracruz,Acayucan,no,si,no
00947-09-18,Centro Integral de Atencion Para la Mascota Coyoacan SA de CV,Ciudad de Mexico,Alvaro Obregon,si,Sin dato,si
00948-14-17,Hospital Veterinario Manuel Acuna S de Rl de CV,Jalisco,Guadalajara,si,no,no
00949-09-17,Fabiola Rueda Calderon y O Estetica Canina Faby,Ciudad de Mexico,Coyoacan,si,si,no
00950-23-17,Hector Jorge Flores Rodriguez y O Animal Company,Quintana Roo,Solidaridad,si,si,no
00951-25-17,Santiago Lopez Gerardo y O Hospital Chapultepets,Sinaloa,Cualiacan,no,no,si
00953-23-17,Francisco Carlos Cortes Van Aaren y O Sanimal,Quintana Roo,Solidaridad,si,si,si
00954-21-17,Israel Flores Limon y O Farmacia Veterinaria la Hacienda,Puebla,Acatzingo,no,si,no
00955-08-17,Roberto Carballo Galicia y O Clinica Veterinaria Mundo K-Nino,Chihuahua,Chihuahua,si,si,si
00956-21-17,Agustin Jose Cedillo Irigoyen y O Clinica Veterinaria Cergar,Puebla,Tepeaca,si,no,no
00957-11-17,Francisco Javier Carrillo Reyes y O Clinica Veterinaria Vetpoint,Guanajuato,Leon,si,no,no
00958-02-17,Roberto Carlos Inzunza Garcia y O Granero y Veterinaria Los Campeones,Baja California,Mexicali,si,si,si
00959-14-17,Enrique Anarbol Hernandez Perez y O Veterinaria Leo,Jalisco,Guadalajara,si,no,no
00960-08-17,Jose Ulises Loya,Chihuahua,Cuauhtemoc,no,si,no
00961-15-17,Jose Alberto Fajardo Miranda,Mexico,Ecatepec,si,no,si
00962-20-17,Facundo del Rio Avedano,Oaxaca,Tlacolula de Matamoros,no,si,no
00963-22-17,Humberto Perea Nunez y O Medical Center Clinica Veterinaria,Queretaro,Queretaro,si,no,si
00964-02-17,Oscar Aguilar Lucero y O la Casa del Granjero,Baja California,Baja California,no,si,no
00965-14-17,Carlos Macias Escoto,Jalisco,Puerto Vallarta,si,no,no
00967-02-17,Karina Galaviz Corral y O Servicios Veterinarios la Mascota,Baja California,Mexicali,si,si,no
00968-14-17,Efrain de la Rosa Martinez,Jalisco,Zapopan,si,no,si
00969-08-17,Veterinaria Regina SA de CV,Chihuahua,Parral,no,si,no
00970-16-17,Juana Bucio Vazquez y O Veterinaria la Mula Chula,Michoacan,Morelia,si,si,no
00971-14-17,Maria del Carmen Santillan Flores,Jalisco,Puerto Vallarta,si,no,no
00972-04-17,Jose Faisal Sanchez y O Proveedora Agricola y Ganadera,Campeche,Campeche,no,si,no
00973-22-17,Maria del Rocio Buendia Campos,Queretaro,Corregidora,si,no,no
00974-16-17,Javier Baltazar Vicencio y O Veterinaria Mascopet,Michoacan,Morelia,si,si,no
00975-16-17,Brenda Cardenas Perez y O Huellitas y Bigotes Veterinaria,Michoacan,Morelia,si,si,no
00976-16-17,Kevin Geraldo Ceja Melgoza y O Woof Clinica Veterinaria,Michoacan,Patzcuaro,si,no,no
00977-27-17,Yessica Anallely Osorio Gomez y O Agroveterinaria Santa Cruz,Tabasco,Emiliano Zapata,no,si,no
00978-27-17,Distribuidora del Usumacita el Corral Sociedad Por Acciones Simplificada de Capital Variable,Tabasco,Emiliano Zapata,no,si,no
00979-09-17,Norma Tapia Zurita y O Mi Gran Amigo,Ciudad de Mexico,Iztacalco,si,si,si
00980-09-17,Angelina Alarcon Contreras y O Bichos Boutique,Ciudad de Mexico,Cuauhtemoc,si,no,no
00981-09-17,Omar Artuto Lopez Reyna y O Centro Medico Veterinario de Oriente,Ciudad de Mexico,Iztacalco,Sin dato,Sin dato,Sin dato
00982-09-17,Karina Flores Arellano y O Clinica Veterinaria Doggy,Ciudad de Mexico,Azcapotzalco,si,no,no
00983-02-17,Mario Barboza Padilla y O Farmacia Veterinaria Alamitos,Baja California,Mexicali,no,si,si
00984-05-17,Eduardo Chaires Zamora y O Veterinaria Schnauzer,Coahuila,Monclova,si,no,si
00985-26-17,Material de Curacion y Equipo Medico SA de CV,Michoacan,Morelia,no,si,no
00986-24-17,Clara Leticia Sanchez Rocha y O Hospital Veterinario Animal Cityvet,San Luis Potosi,San Luis Potosi,si,no,si
00987-24-17,Pedro Pablo Trujillo Rosales y O Hospital Veterinario Animal Cityvet,San Luis Potosi,San Luis Potosi,si,no,si
00988-21-17,Demetrio Hernandez Gomez y O Farmacia Veterinaria San Isidro,Puebla,Zaragoza,no,si,no
00989-21-17,Dominga Nieves Rojas y O Consultorio Veterinario Taximascota,Puebla,Teziutlan,si,no,no
00990-22-17,Ali Suris Alonso y O Vivanimal,Quintana Roo,Benito Juarez,si,si,si
00991-22-17,Yroel Luis Bentacourt Herrera y O Amerivet Hospital Veterinario,Quintana Roo,Benito Juarez,si,si,si
00992-22-17,Jose Luis Mejia Reyes y O la Tienda de Animales,Quintana Roo,Benito Juarez,no,si,no
00993-22-17,Lisset Capote Hernandez y O Vivanimal,Quintana Roo,Benito Juarez,si,si,si
00994-22-17,Ibeth Marcela Carvajal Santisteban y O Chez Guau,Quintana Roo,Benito Juarez,no,si,no
00995-02-17,Cesar Alberto Rodriguez Salazar y O Vita-Can,Baja California,Ensenada,si,si,no
00996-08-17,Juan Carlos Cardenas Avila y O Provetsa,Chihuahua,Chihuahua,no,si,no
00997-09-17,Victoria Ramirez y O Centro Veterinario Sur,Ciudad de Mexico,Coyoacan,si,si,no
00998-05-17,Martha Elizabeth Gonzalez Mariel y O Agropecuaria la Jarochita,Coahuila,Saltillo,no,si,no
00999-07-17,Marcos Alejo Perez,Chiapas,Palenque,no,si,no
1001-31-17,Felipe Andres Sosa Chan y O Agropecuaria del Sureste,Yucatan,Merida,no,si,no
1002-14-17,Asociacion Local de Porcicultores de Tepatitlan de Morelos Jalisco,Jalisco,Tepatitlan,no,si,no
1005-18-17,Leonardo Aguilar Marana,Nayarit,Nayarit,si,si,si
1006-09-17,Catherine Maria Pia Cilveti Le Lorier y O Clinica Veterinaria Coyoacan,Ciudad de Mexico,Ciudad de Mexico,si,no,no
1007-28-17,Noelia Davila Pineiro y O Veterinaria y Estetica Canina Peq Es,Tamaulipas,Tampico,no,si,no
1007-28-17,Noelia Davila Pineiro y O Super Mascotas,Tamaulipas,Tampico,no,si,no
1008-28-17,Ricardo del Angel Velazco y O Super Veterinaria,Tamaulipas,Tampico,si,si,si
1009-14-17,Sara Elena Venegas Montes,Jalisco,Zapopan,si,no,no
1010-14-17,Hector Andres Garcia Guiza,Jalisco,Tepatitlan de Morelos,si,no,si
1011-21-17,Grecia Bandera Nochebuena,Puebla,Libres,no,si,no
1012-02-17,Alejandro Jesus Romero Torrecillas y O el Vaquero,Baja California,Mexicali,no,si,no
1013-02-17,Lorenzo Antonio Heredia Moreno y O Veterinaria del Valle,Baja California,Mexicali,no,si,no
1014-02-17,Naimeth Dipp Flores Soria y O Veterinaria Carito,Baja California,Mexicali,si,si,no
1015-16-18,Jose Francisco Cordoba Castro (Prehistoric Animals),Michoacan,Morelia,si,si,si
1016-16-18,Samuel Hernandez Servin y O Central Medica Veterinaria,Michoacan,Lazaro Cardenas,si,si,si
1017-16-18,Eunice Fabiola Cuesta Reyes y O Pet´S Planet,Michoacan,Lazaro Cardenas,si,si,si
1018-16-18,Jaime Orozco Hernandez y O Hospivet,Michoacan,Lazaro Cardenas,si,si,no
1019-16-18,Alfredo Lopez Alvarez y O Clinica Vetrrinarai +Ko,Michoacan,Lazaro Cardenas,si,no,no
1020-16-18,Cesar Mauricio Rangel Salgado Y7O Veterinaria Rangel,Michoacan,Lazaro Cardenas,si,si,si
1021-16-18,Christina Isabel Perez Cabrera y O Clinica Veterinaria Huellas,Michoacan,Morelia,si,no,no
1022-14-18,Edith Ariadna Lozano Caro y O Clinica Veterinaria Animal Nature,Jalisco,Jalisco,si,si,si
1023-02-18,Alama Guadalupe Murillo Miranda (Veterinaria Rancho Grande),Baja California,Baja California,si,no,no
1024-16-18,Jorge Daniel Hernandez Nolasco y O Amikan Servicios Veterinarios,Mexico,Ecatepec,si,no,no
1025-15-17,Arturo Tienda Diaz y O Clinica Veterinaria y Estetica el Buitre,Mexico,Texcoco,si,no,no
1026-09-17,Escuela Para Entrenamiento de Perros Guia Para Ciegos Iap,Ciudad de Mexico,Coyoacan,no,no,si
1027-09-17,Rocio Zuleima Silva Peruyero Toral y O Pet Care,Ciudad de Mexico,Coyoacan,si,no,no
1028-09-17,Karina Calderon Garcia y O Clinica Veterinaria Jonay,Ciudad de Mexico,Coyoacan,si,si,no
1029-09-17,Alejandra Huerta Duran y O Dog Cute,Ciudad de Mexico,Iztacalco,si,si,no
1031-11-18,Adriana Sishlaine Martinez Molina y O Kinkivet,Guanajuato,Leon,no,si,si
1032-15-18,Edmundo Soriano Rivero y O Clinica y Farmacia Veterinaria Rancho Alegre,Mexico,Zumpango,si,si,no
1032-15-18,Edmundo Soriano Rivero y O Clinica Veterinaria Rancho Alegre,Mexico,Zumpango,si,si,no
1032-15-18,Edmundo Soriano Rivero y O Forrajera Rancho Alegre,Mexico,Zumpango,no,no,no
1033-02-18,Forrajes y Servicios Agropecuarios SA de CV,Baja California,Mexicali,no,si,no
1035-21-18,Maria del Rocio Veron del Pino y O Hospital Veterinarios de Cholula,Puebla,Cholula de Rivadabia,si,si,no
1036-04-18,Edwin Renan Miranda Silva y O el Sembradio,Campeche,Escarcega,si,si,no
1037-04-18,Juana Silva Salas y O el Sembradio,Campeche,Escarcega,si,si,no
1038-16-18,Celestino Duarte Ramirez y O Veterinaria y Estetica Chapultepec,Michoacan,Morelia,si,si,no
1039-04-18,Cinthya Natalia Alayon Vazquez y O la Economica Mercado,Campeche,Sin dato,no,si,no
1041-04-18,Matilde Enriqueta Sarmiento Maldonado y O Veterinaria la Vaquita,Campeche,Escarcega,si,si,no
1044-20-18,Alimentos y Productos Veterinarios del Tropico SA de CV,Oaxaca,Loma Bonita,si,si,no
1045-08-18,Juan Manuel Arredondo Salinas,Chihuahua,Juarez,si,si,no
1047-08-18,Erik Baltazar Sanchez,Campeche,Melchor Ocampo,no,si,no
1048-08-18,Liliana Elizabeth Mendez Chavira,Chihuahua,Chihuhua,no,si,no
1050-09-18,Mayra Vizcarra Sanbuichi y O Pet Care Centro Veterinario,Ciudad de Mexico,Alvaro Obregon,si,no,no
1050-09-18,Mayra Vizcarra Sanbuichi y O Pet Care Centro Veterinario,Ciudad de Mexico,Alvaro Obregon,si,no,no
1051-09-18,Jose Sergio Carrillo Aguiar y O Mas Que Mascotas,Ciudad de Mexico,Benito Juarez,si,no,no
1051-09-18,Jose Sergio Carrillo Aguiar y O Mas Que Mascotas,Ciudad de Mexico,Benito Juarez,si,no,no
1052-09-18,Guillermo Toledo Flores y O Animalitos,Ciudad de Mexico,Benito Juarez,si,si,si
1052-09-18,Guillermo Toledo Flores y O Animalitos,Ciudad de Mexico,Benito Juarez,si,si,si
1053-14-18,Claudia Galan Martinez,Jalisco,San Pedro Tlaquepaque,si,no,no
1054-09-18,Carmen Avila Merino,Ciudad de Mexico,Naucalpan,si,no,no
1054-09-18,Carmen Avila Merino,Ciudad de Mexico,Naucalpan,si,no,no
1055-15-18,Miguel Ulises Pulido Gomez,Mexico,Metepec,si,si,si
1055-15-18,Miguel Ulises Pulido Gomez,Mexico,Toluca,si,si,si
1055-15-18,Miguel Ulises Pulido Gomez,Mexico,Toluca,si,si,si
1056-15-18,Maria del Socorro Rosas Castillo y O la Boutique de Chiens,Mexico,Metepec,si,si,si
1057-16-18,Margarita Carbajal Lopez y O Veterinaria Carval,Michoacan,Uruapan,si,si,no
1058-14-18,Patricia Elizabeth Zaragoza Quintero y O Ecopet San Miguel,Jalisco,San Pedro Tlaque Paque,si,si,no
1059-09-18,Jorge Antonio Vilchis Lopez,Ciudad de Mexico,Tlalpan,si,no,no
1060-09-18,Omar Arturo Lopez Reyna y O Centro Medico Veterinario de Oriente,Ciudad de Mexico,Iztacalco,si,si,no
1061-19-18,Gerardo Cantu Guajardo y O Forrajera Cantu,Nuevo Leon,Apodaca,no,si,no
1062-14-18,Rosa Maria Garcia Gonzalez y O Hospital Veterinario The Animal Health Center,Jalisco,Zapopan,si,no,no
1063-08-18,Hiram Israel Mancera Contreras y O Mexpet,Chihuahua,Chihuhua,si,si,si
1064-14-18,Eliaelisa Mendoza Dam,Jalisco,Zapopan,si,si,no
1064-14-18,Eliaelisa Mendoza Dam,Jalisco,Zapopan,si,si,no
1065-09-18,Israel Diaz Velasco y O Zen-Can,Ciudad de Mexico,Iztacalco,si,si,no
1067-23-18,Rosalia Rayado Munos y O Patitas Felices Clinica Veterinaria,Quintana Roo,Cancun,si,no,no
1068-28-18,Erick Aaron del Angel Huerta y O Servicios Veterinarios Mi Maskota,Tamaulipas,Tampico,si,si,no
1069-28-18,Rogelio Montoya Ruiz y O Distribuidora Veterinaria de Victoria,Tamaulipas,Ciudad Victoria,si,si,no
1070-28-18,J Alejandro Garcia Tamez y O Veterinaria Altamira,Tamaulipas,Altamira,si,si,no
1071-28-18,Maria Leticia Lerma Jimenez y O Clinicas Para Mascotas 13 Michoacan,Tamaulipas,Ciudad Victoria,si,si,si
1072-28-18,Zamira Urrutia Juarez y O Servicios Veterinarios Mi Maskota,Tamaulipas,Altamira,si,si,si
1073-27-18,Ana Luisa Perez Garcia,Tabasco,Tenosique,no,si,no
1074-21-18,Ricardo Ledo Flores y O Farmacia Veterinaria San Jose,Puebla,Acatzingo,no,si,no
1075-24-18,Elizabeth Gonzalez Aguilar y O Veterinaria Aguilar,San Luis Potosi,Soledad de Graciano Sanchez,si,si,no
1076-24-18,Jose de Jesus Martin del Campo Soto,San Luis Potosi,San Luis Potosi,si,si,no
1078-09-18,Itzel Anahi Velasco Ramos y O Clinica Veterinaria Agni,Ciudad de Mexico,Tlalpan,si,no,no
1079-09-18,Mariana Gomez Garcia y O el Senor y la Senora Xolotl,Ciudad de Mexico,Coyoacan,si,si,si
1080-09-18,Poc a Poc SA de CV,Ciudad de Mexico,Cuajimalpa,si,no,no
1081-14-18,Ricardo Palomar Munoz,Jalisco,San Pedro Tlaquepaque,si,si,si
1082-24-18,Andres Augusto Castro Zaragoza y O Centro Veterinario de Especialidades Hermes,San Luis Potosi,San Luis Potosi,si,si,si
1083-24-18,Oscar Castro Zaragoza y O Centro Veterinario de Especialidades Hermes,San Luis Potosi,San Luis Potosi,si,si,si
1084-24-18,Andres Castro Ramirez y O Centro Veterinario de Especialidades Helmes,San Luis Potosi,San Luis Potosi,si,si,si
1085-14-18,Maria de la Luz Jaime Orozco,Jalisco,San Pedro Tlaquepaque,si,no,no
1086-14-18,Miguel Ibanes Arroniz y O Hospital Veterinario Guadalajara,Jalisco,Guadalajara,si,si,si
1088-20-18,Union Ganadera Regional del Norte de Oaxaca,Oaxaca,Tuxtepec,no,si,no
1089-09-18,Guillermo Diaz Rogers y O Vet For Pets,Ciudad de Mexico,Alvaro Obregon,si,no,no
1092-14-18,Angela Gomez Garcia,Jalisco,Puerto Vallarta,si,no,no
1093-16-18,Maria de la Luz Magana Guisa,Michoacan,Morelia,si,no,no
1094-23-18,Sarai Diaz Mendez y O Clinica Veterinaria Integral,Quintana Roo,Playa del Carmen,si,no,no
1095-02-18,Irving Silva Reyes y O Veterinaria Dovet,Baja California,Tijuana,si,no,no
1096-11-18,Cesar Rodriguez Contreras y O Veterinaria San Roque,Guanajuato,San Miguel de Allende,no,si,no
1097-16-18,Jorge Espinosa Garcia y O Veterinaria Katze,Michoacan,Uruapan,si,si,si
1098-07-18,Central Ganadera y Agropecuaria SA de CV,Chiapas,Tonala,no,si,no
1099-07-18,Agroveterinaria el Gallero SA de CV,Chiapas,Frontera Comalapa,no,si,no
1100-09-18,Luis Tufic Dergal Dergal Tumascota,Ciudad de Mexico,Benito Juarez,si,no,no
1102-16-18,Juan Manuel Rincon Jimenez y O Veterinaria y Estetica Tsuki,Michoacan,Morelia,si,no,no
1103-16-18,Idalia Fuentes Ambriz y O Medican,Michoacan,Morelia,si,no,no
1106-15-18,Ismael Gabriel Perez Reyes,Mexico,Ecatepec,si,si,si
1107-09-18,Juan Pablo Zavala Villanueva y O Pet-Ker Clinica Veterinaria,Ciudad de Mexico,Tlalpan,si,si,no
1108-09-18,Ramos Munoz Cristina y O Vetter,Ciudad de Mexico,Venustiano Carranza,si,no,no
1109-25-18,Ma del Rocio Martinez Amador y O Veterinaria Los Tejados,San Luis Potosi,Cd Fernandez,no,si,no
1110-09-18,Gerarddo Jacome Serrano y O Veterinaria Locky,Ciudad de Mexico,Coyoacan,si,no,no
1111-16-18,Alfredo Fernandez Miranda y O Veterinaria la Hacienda,Michoacan,Indaparapeo,no,si,no
1112-02-18,Kimberly Rojas Naranjo y O Granero y Veterinaria del Sol,Baja California,Mexicali,si,si,si
1113-15-18,Manuel Enriquez Lach y O Pet Home,Mexico,Metepec,si,no,no
1114-14-18,Daniel Alejandro Suarez Paredes,Jalisco,Puerto Vallarta,si,si,si
1115-14-18,Oscar Gerardo Gomez Huerta,Jalisco,Puerto Vallarta,si,si,si
1116-14-18,Sonia Lomelin del Castillo y O Ocicat Clinica Felina,Jalisco,Guadalajara,si,no,no
1117-23-18,Karen Elena Vazquez Baeza y O Veterinaria Alfa,Quintana Roo,Benito Juarez,si,no,no
1118-04-18,Hospital Veterinario Integral Sc,Campeche,Campeche,no,si,si
1119-16-18,Doris Christian Villasenor Rodriguez y O Rocky Pet'S Veterinaria,Michoacan,Morelia,si,no,no
1120-23-18,Pet'Opia SA de CV,Quintana Roo,Cancun,si,si,no
1121-15-18,Gustavo Eduardo Ramirez Zierold y O Anima Mundi Hospital Veterinario,Mexico,Valle de Bravo,si,si,si
1122-02-18,Tania Isabelvillalobos Ortiz y O Veterinaria y Granero Paraiso Canino,Baja California,Tijuana,si,si,si
1123-02-18,Fabian Gastelum Leyva y O Granero y Veterinaria la Trovazoo,Baja California,Tijuana,si,si,no
1124-02-18,Porfirio Molina Martinez y O Veterinaria y Estetica Canina Reino Animal,Baja California,Tijuana,si,si,no
1125-09-18,Alma Delia Bonilla Pineda y O Pets Market,Ciudad de Mexico,Gustavo a Madero,si,si,no
1126-03-18,Jose Manuel Melero Astorga y O Clinica Veterinaria y Farmacia Transpeninsular Los Dos Josee'S,Baja California,La Paz,si,si,si
1127-24-18,Jesus Raymundo Dominguez Gonzalez y O Clinica Veterinaria Entre Perros y Gatos,San Luis Potosi,San Lusi Potosi,si,no,no
1128-09-18,Gerardo Gonzalez Cruz,Ciudad de Mexico,Tlahuac,si,no,no
1129-05-18,Jesus Flores Medellin y O Veterinaria Medellin,Coahuila,Saltillo,si,no,si
1130-16-18,Maria Eugenia Avila Vazquez y O Clinica Veterinaria Kirman,Michoacan,Zitacuaro,si,si,si
1131-09-18,Maria de la Luz Alfaro Gonzalez y O Veterinaria y Spa Marilu,Ciudad de Mexico,Gustavo a Madero,si,si,no
1132-21-18,Plinio Hernandez Aguirre y O la Huella Clinica Hospital Veterinario,Puebla,Tehuacan,si,no,no
1133-16-18,Miguel Angel Axomulco Nava y O Serveter,Michoacan,Morelia,si,si,no
1134-09-18,Administradora Mexicana de Hipodromo SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,no,no
1135-14-18,Alejandro Salgado Rodriguez y O Veterinaria Mascotitas,Jalisco,Guadalajara,si,no,no
1136-14-18,Juan Silvestre Gonzalez Garibay y O Perriatra,Jalisco,Zapopan,si,no,no
1137-14-18,Tonatzin Guadalupe Meza Herrera y O Tlaquepet,Jalisco,Tlaquepaque,si,no,no
1138-14-18,Jonathan Manuel Jimenez Luna y O Hospital Veterinario Vetpets Canadas,Jalisco,Zapopan,no,no,si
1139-25-18,Marco Antonio Cardenas Avila y O Veterinaria del Pacifico,Sinaloa,Mazatlan,si,no,no
1140-09-18,Teresa Camacho Perez,Ciudad de Mexico,Benito Juarez,si,no,no
1141-02-18,Alma Viridiana Ramos Chavez y O Pet Home Estetica Canina y Veterinaria,Baja California,Tijuana,si,no,no
1142-09-18,Gabriela Vargas Ortega,Ciudad de Mexico,Gustavo a Madero,si,no,no
1143-16-18,Maria Guadalupe Medina Herrera y O Veterinaria la Granja,Michoacan,La Mura,si,si,si
1144-09-18,Roberto Mercado Gutierrez y O la Bodeguita de Las Mascotas,Ciudad de Mexico,Xochimilco,si,no,no
1145-14-18,Jose Fausto Rosales Enciso,Jalisco,Guadalajara,si,si,si
1146-09-18,Javier Cortes Salas y O Consultorio Veterinario Neco Tu Inu,Ciudad de Mexico,Iztacalco,si,no,no
1147-18-18,Blanca Margarita Valenzuela Esparza y O Chocoburbujas,Nayarit,Tepic,si,si,no
1148-15-18,Ricarda Guadalupe Moran Velazquez y O Veterinaria del Centro,Mexico,Almoloya de Juarez,si,si,no
1149-09-18,Jose Bernabe German Luna Agustin y O Veterinaria y Estetica Canina Rocky,Ciudad de Mexico,Xochimilco,si,si,si
1150-09-18,Gabriela Andrea Moreno Hernandez y O Socios y Sabuesos,Ciudad de Mexico,Iztacalco,si,no,no
1151-02-18,Jose Alejandro Peralta Morales y O Veterinaria Traviz,Baja California,Tijuana,si,si,no
1152-24-18,Gabriel Betancourt Rodriguez y O Clinica Veterinaria Anzus,San Luis Potosi,Soledad de Graciano Sanchez,si,no,no
1153-09-18,Luis Nicolas Neme,Ciudad de Mexico,Benito Juarez,si,si,si
1154-16-18,Efrain Burguete Trujillo y O Veterinaria Pro Pet'S,Michoacan,Tarimbaro,si,si,si
1155-11-18,Rivera Navarro Delfino y O la Vaca Negra,Guanajuato,Penjamo,si,si,si
1156-15-18,Alicia Comenares Jimenez y O Koko Bongo,Mexico,Ixtapaluca,si,si,no
1157-09-18,Animalia SA de CV,Ciudad de Mexico,Benito Juarez,si,no,no
1157-09-18,Animalia SA de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
1157-09-18,Animalia SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,no,no
1157-09-18,Animalia SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,no,no
1157-09-18,Animalia SA de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
1158-30-18,Jose Misael Garcia Morales y O Estetica Canina San Jose,Veracruz,Boca del Rio,si,si,si
1159-30-18,Jesus Armando Tavizon Alvarez y O Agropecauria del Golfo,Veracruz,Veracruz,si,si,no
1160-09-18,Protectores Independientes de Animales y Ayuda Indigenista Ac,Ciudad de Mexico,Iztacalco,si,no,no
1161-11-18,Sociedad Protectora de Animales de San Miguel de Allende Ac,Guanajuato,San Miguel de Allende,si,no,no
1162-12-18,Laura Yarelly Taboada Romero y O Farmacia Veterinaria Arcangel,Guerrero,Petatlan,si,si,no
1163-12-18,Yara Gamino Ponce y O Servicio Integral Veterinario,Guerrero,Petatlan,si,si,no
1164-12-18,Gloria Fernandez Samano y O Veterinaria el Payo,Guerrero,Ciudad Altamirano,si,si,no
1165-15-18,Abel Adolfo Huerta Castro y O Centro Veterinario Jardines,Mexico,Tecamac,si,no,no
1166-09-18,Lilia Clavel Mejia y O Estetica Canina Veterinaria Shampoo,Ciudad de Mexico,Tlalpan,si,si,no
1168-05-18,Ana Luisa Sandoval Marin y O Clinica Veterinaria Sandoval,Coahuila,Monclova,si,no,no
1169-08-18,Lorena Maldonado Charles y O Clinica Veterinaria Mr Dogs,Coahuila,Monclova,si,no,no
1170-09-18,Zamora Guillen Eufracio Ignacio y O Veterinaria la Loma,Ciudad de Mexico,Iztacalco,si,no,no
1171-02-18,Juan Pedro Vizcaino Salas y O Forrajera y Veterinaria el Mezquite,Baja California,Tijuana,si,si,no
1172-16-18,Luis Manuel Gutierrez Bautista y O Clinica Veterinaria de Michoacan,Michoacan,Morelia,si,no,si
1173-16-18,Cesar Humberto Lemus Padilla y O Veterinaria Darwin,Michoacan,Uruapan,si,si,si
1174-16-18,Omar Pineda Herrera y O Clinica Veterinaria Liz-Vet,Michoacan,Uruapan,si,si,si
1175-09-18,Hugo Arturo Meza Torres y O Consultorio Veterinario Dr Meza,Ciudad de Mexico,Tlahuac,si,no,no
1176-27-18,Francisco de la Cruz Hernandez y O Agroveterinaria Jalapa,Tabasco,Jalapa,si,si,no
1177-02-18,Jose Luis Perez Galan y O Snoopy,Baja California,Tijuana,si,si,no
1178-19-18,Raul Rangel Luna y O Clinica Veterinaria Dr Luna,Nuevo Leon,Monterrey,si,si,si
1179-02-18,Aviles Valenzuela Miguel y O Veterinaria Alpha,Baja California,Mexicali,si,si,si
1180-09-18,Quitze Lopez Pazos y O Mexicaninos,Ciudad de Mexico,Cuauhtemoc,si,si,no
1181-14-18,Sandra Lorena Velazquez Vazquez y O Toby Town Consultorio Veterinario y Estetica,Jalisco,Zapopan,si,no,no
1183-05-18,Francisco Javier Garcia Marines y O Veterinaria Mi Perrito,Coahuila,Saltillo,si,no,no
1184-01-18,Jose Manuel Capuchino Barron y O Capuchino Centro Veterinario,Aguascalientes,Aguascalientes,si,si,no
